Chr 	PhysPos	GenPos	PhysStart	PhysEnd	GenStart	GenEnd	3PCLR.Anc	3PCLR.Anc.S	3PCLR.A	3PCLR.A.S	3PCLR.B	3PCLR.B.S	XPCLRAC	XPCLRAC.S	XPCLRBC	XPCLRBC.S
23 	35905	0.00034469	264	165653	2.53e-06	0.00159027	0.626798	0.0001	-2.27374e-13	1e-08	0	1e-08	0.551098	0.0001	4.63908e-07	1e-05
23 	40531	0.0003891	264	170833	2.53e-06	0.00164	10.3843	0.001	3.36847	0.0001	1.8251	0.0001	5.55751	0.0001	13.7805	0.001
23 	46089	0.00044245	264	176090	2.53e-06	0.00169046	0.0677911	1e-05	1.64778e-09	1e-06	6.17054	0.0001	-1.13687e-13	1e-08	14.0216	0.001
23 	49590	0.00047606	264	179891	2.53e-06	0.00172695	0.438089	0.0001	0.659323	0.0001	0	1e-08	0.660917	0.0001	11.9198	0.001
23 	52106	0.00050022	264	182608	2.53e-06	0.00175304	1.23481	0.0001	0.385838	0.0001	14.2534	0.001	0.952659	0.0001	23.9395	0.001
23 	54344	0.0005217	264	184650	2.53e-06	0.00177264	2.18934e-07	1e-05	-2.27374e-13	1e-08	1.34258e-07	1e-05	8.97317e-08	1e-05	1.81189	0.0001
23 	56064	0.00053821	264	186420	2.53e-06	0.00178963	-2.27374e-13	1e-08	-2.27374e-13	1e-08	1.05048	0.0001	0	1e-08	1.44045	0.0001
23 	58336	0.00056003	264	188447	2.53e-06	0.00180909	1.06734	0.0001	-2.27374e-13	1e-08	2.79918	0.0001	0.0366582	1e-05	8.06831	0.001
23 	62687	0.0006018	264	192929	2.53e-06	0.00185212	9.70392	0.001	1.04204	0.0001	3.06573	0.001	2.63701	0.001	15.5136	0.001
23 	66129	0.00063484	264	196362	2.53e-06	0.00188508	0	1e-08	0.876185	0.0001	5.16796	0.0001	-1.13687e-13	1e-08	3.60944	0.0001
23 	71039	0.00068197	264	201302	2.53e-06	0.0019325	11.309	0.001	1.05819	0.0001	6.82929	0.001	2.18874	0.0001	12.7032	0.001
23 	77047	0.00073965	264	206790	2.53e-06	0.00198518	4.30842	0.001	5.03885	0.001	0	1e-08	15.0222	0.001	0	1e-08
23 	80689	0.00077461	264	210702	2.53e-06	0.00202274	1.91576e-08	1e-06	0.906154	1e-05	0	1e-08	1.88733	1e-05	0	1e-08
23 	83355	0.00080021	264	213563	2.53e-06	0.0020502	0	1e-08	0	1e-08	0	1e-08	0	1e-08	4.07785e-05	1e-05
23 	87951	0.00084433	264	218384	2.53e-06	0.00209649	2.88235	0.001	0.279142	0.001	3.07312	0.001	4.32106	0.001	3.95744	0.001
23 	92525	0.00088824	264	223160	2.53e-06	0.00214234	8.69777	0.001	0.298219	0.0001	8.62511	0.001	0.362469	0.0001	13.7617	0.001
23 	96115	0.0009227	264	226855	2.53e-06	0.00217781	2.81428	0.001	0.067921	0.0001	0.70042	0.001	0.109344	0.0001	6.08173	0.001
23 	99704	0.00095716	264	229676	2.53e-06	0.00220489	-2.27374e-13	1e-08	-2.27374e-13	1e-08	3.26124	0.0001	0	1e-08	2.94757	0.0001
23 	101393	0.00097337	264	231572	2.53e-06	0.00222309	1.88393	0.0001	0.68549	0.0001	1.60088	0.0001	1.77745	0.0001	1.90608	0.0001
23 	103326	0.00099193	264	233687	2.53e-06	0.0022434	10.8122	0.001	0.0303294	0.0001	1.24478	0.001	4.64836	0.001	7.23613	0.001
23 	107226	0.00102937	264	237567	2.53e-06	0.00228064	1.38397	0.0001	0.433133	0.0001	1.72545	0.0001	1.09657	0.0001	1.8033	0.0001
23 	109582	0.00105199	264	239665	2.53e-06	0.00230078	15.7026	0.01	7.54368	0.001	6.64709	0.001	14.3341	0.001	13.9343	0.001
23 	112975	0.00108456	264	243002	2.53e-06	0.00233282	3.2529	0.01	0.523118	0.0001	4.50485	0.001	2.07351	0.001	15.2778	0.01
23 	115922	0.00111285	264	246071	2.53e-06	0.00236228	18.1072	0.001	0.504975	0.0001	7.02219	0.001	13.2312	0.001	17.4748	0.001
23 	120053	0.00115251	264	249602	2.53e-06	0.00239618	3.71475	0.0001	1.58327	0.0001	1.61571	0.0001	3.30918	0.0001	3.27691	0.0001
23 	121343	0.00116489	264	251581	2.53e-06	0.00241518	97.166	0.01	11.2214	0.001	2.33486	0.0001	27.1846	0.001	21.0888	0.001
23 	123314	0.00118381	264	253508	2.53e-06	0.00243368	11.0839	0.001	0.235373	0.0001	0.332202	0.0001	5.51931	0.001	7.58623	0.001
23 	127937	0.0012282	264	258204	2.53e-06	0.00247876	19.3537	0.001	4.50992	0.001	1.84659	0.001	18.2971	0.001	14.3748	0.001
23 	130971	0.00125732	753	261175	7.23e-06	0.00250728	71.0329	0.01	9.53018	0.001	0.655614	0.0001	38.6474	0.01	3.31165	0.001
23 	134058	0.00128696	3860	264526	3.706e-05	0.00253945	45.2249	0.01	2.2036	0.001	4.68521	0.001	10.3167	0.001	11.8232	0.001
23 	136958	0.0013148	6587	267689	6.324e-05	0.00256981	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	139487	0.00133908	9157	269878	8.791e-05	0.00259083	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	141682	0.00136015	11075	271301	0.00010632	0.00260449	5.85955	0.001	0.00316881	0.0001	0.00631567	0.0001	0.74071	0.001	4.53918	0.001
23 	147112	0.00141228	16847	277766	0.00016173	0.00266655	137.075	0.01	10.7532	0.01	6.87306	0.001	109.591	0.01	38.1006	0.01
23 	149493	0.00143513	19173	280016	0.00018406	0.00268815	0.0407218	0.0001	0	1e-08	0.124871	0.0001	0	1e-08	4.72869	0.001
23 	155387	0.00149172	25381	286021	0.00024366	0.0027458	69.343	0.01	7.57359	0.001	2.04476	0.001	26.2925	0.01	13.1405	0.001
23 	160921	0.00154484	30692	291031	0.00029464	0.0027939	70.6418	0.01	3.02196	0.001	6.68514	0.001	8.66451	0.001	53.834	0.01
23 	163436	0.00156899	33254	293597	0.00031924	0.00281853	108.85	0.01	16.4736	0.001	0	1e-08	62.7168	0.01	14.3035	0.001
23 	171789	0.00164917	41867	301615	0.00040192	0.0028955	79.6434	0.01	9.13035	0.001	3.69841	0.001	15.339	0.001	19.661	0.01
23 	176090	0.00169046	46077	306214	0.00044234	0.00293965	13.1733	0.001	0.526927	0.0001	0.307218	0.0001	10.7809	0.001	0.869902	0.0001
23 	181038	0.00173796	50808	311304	0.00048776	0.00298852	46.0268	0.01	0.873439	0.001	5.7295	0.001	7.85188	0.001	10.7855	0.001
23 	184327	0.00176954	53960	314568	0.00051802	0.00301985	3.6171	0.001	0.149853	0.0001	0.190095	0.0001	1.32887	0.001	0.334036	0.0001
23 	188205	0.00180677	57863	317946	0.00055548	0.00305228	56.5782	0.01	-4.54747e-13	1e-08	0.269031	0.001	9.91499	0.01	6.60897	0.001
23 	194414	0.00186637	64103	325074	0.00061539	0.00312071	0.800437	0.001	9.50176e-08	1e-05	1.42267	0.0001	5.83337	0.001	9.92293	0.001
23 	198472	0.00190533	67912	328597	0.00065196	0.00315453	28.0913	0.001	9.20676	0.001	0.384282	0.0001	28.4407	0.001	3.15734	0.001
23 	201120	0.00193075	71039	331745	0.00068197	0.00318475	28.1232	0.001	1.65302	0.001	6.22136	0.001	22.0298	0.001	24.5669	0.001
23 	203257	0.00195127	72600	333566	0.00069696	0.00320223	16.5132	0.001	0.267729	0.0001	0.273148	0.0001	9.23492	0.001	9.45844	0.001
23 	205837	0.00197604	75513	335959	0.00072492	0.00322521	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	209539	0.00201157	79468	339755	0.00076289	0.00326165	55.8439	0.01	1.67113	0.0001	0	1e-08	35.7516	0.01	14.1677	0.01
23 	212871	0.00204356	82924	343659	0.00079607	0.00329913	6.6719	0.001	0.517852	0.0001	0.657839	0.0001	1.34515	0.0001	1.4175	0.0001
23 	215329	0.00206716	84798	345643	0.00081406	0.00331817	129.531	0.01	9.47919	0.001	3.64979	0.001	62.6284	0.01	14.2855	0.001
23 	219579	0.00210796	89495	349604	0.00085915	0.0033562	61.2679	0.01	0.467804	0.0001	2.96779	0.0001	39.7768	0.01	14.441	0.001
23 	225225	0.00216216	95138	355500	0.00091332	0.0034128	10.8148	0.001	8.0017	0.001	3.64971	0.001	78.9336	0.01	35.2788	0.01
23 	229017	0.00219856	98849	359143	0.00094895	0.00344777	89.276	0.01	19.199	0.001	0.243525	0.0001	118.82	0.01	11.0652	0.001
23 	231233	0.00221984	100984	361313	0.00096945	0.0034686	92.3808	0.01	22.3849	0.001	0.267991	0.0001	78.5821	0.01	13.4501	0.001
23 	235110	0.00225706	105035	365327	0.00100834	0.00350714	104.104	0.01	2.03129	0.0001	1.49645	0.0001	69.1126	0.01	21.4326	0.001
23 	237893	0.00228377	108092	367595	0.00103768	0.00352891	84.948	0.01	10.2443	0.001	0.053886	0.0001	107.34	0.01	20.7642	0.01
23 	241645	0.00231979	111527	371832	0.00107066	0.00356959	138.008	0.01	43.8222	0.01	0	1e-08	128.826	0.01	19.3824	0.01
23 	251184	0.00241137	120934	381711	0.00116097	0.00366443	76.2542	0.01	11.7575	0.001	0.164773	0.0001	91.5936	0.01	0.80876	0.0001
23 	256499	0.00246239	126168	386679	0.00121121	0.00371212	106.544	0.01	8.51518	0.01	0	1e-08	93.6176	0.01	64.6214	0.01
23 	260510	0.0025009	130144	390557	0.00124938	0.00374935	103.259	0.01	18.1369	0.01	4.10403	0.001	92.1375	0.01	67.5567	0.01
23 	264600	0.00254016	134372	395261	0.00128997	0.00379451	0	1e-08	19.0909	0.01	0.269369	0.0001	0	1e-08	0	1e-08
23 	270588	0.00259764	140323	400638	0.0013471	0.00384612	13.7797	0.001	1.20699	0.0001	5.34419	0.001	5.81113	0.001	17.406	0.01
23 	275372	0.00264357	144627	405485	0.00138842	0.00389266	136.074	0.01	6.77692	0.001	4.02728	0.001	76.7304	0.01	56.6803	0.01
23 	278965	0.00267806	149096	408800	0.00143132	0.00392448	72.4278	0.01	2.57973	0.0001	1.45842	0.0001	66.2998	0.01	9.28062	0.001
23 	283138	0.00271812	152837	413308	0.00146724	0.00396776	126.991	0.01	24.9127	0.01	1.83455	0.0001	77.8402	0.01	15.2004	0.01
23 	288132	0.00276607	157475	418430	0.00151176	0.00401693	131.487	0.01	47.0109	0.01	-2.27374e-13	1e-08	118.764	0.01	68.202	0.01
23 	291424	0.00279767	161165	422081	0.00154718	0.00405198	154.421	0.01	8.24126	0.01	15.4007	0.01	93.9526	0.01	111.146	0.01
23 	299014	0.00287053	168792	429354	0.0016204	0.0041218	175.967	0.01	48.2035	0.01	4.91684	0.001	162.736	0.01	101.594	0.01
23 	303947	0.00291789	173998	434701	0.00167038	0.00417313	45.194	0.01	2.9435	0.001	0	1e-08	82.3769	0.01	52.3221	0.01
23 	307610	0.00295306	177448	437565	0.0017035	0.00420062	17.4587	0.001	1.22933	0.0001	1.26837	0.0001	11.5143	0.001	6.106	0.001
23 	312047	0.00299565	181794	442266	0.00174522	0.00424575	41.3367	0.01	24.5483	0.01	0	1e-08	137.692	0.01	0.165734	0.0001
23 	315724	0.00303095	185076	446007	0.00177673	0.00428167	113.554	0.01	36.2344	0.01	2.15514	0.001	110.389	0.01	8.13205	0.001
23 	321021	0.0030818	190163	451593	0.00182556	0.00433529	18.2477	0.001	0.415555	0.0001	7.28968	0.001	7.12704	0.001	16.3757	0.001
23 	325655	0.00312629	195138	455510	0.00187332	0.0043729	12.8445	0.001	69.7065	0.01	0.538041	0.0001	110.246	0.01	0.935016	0.0001
23 	327498	0.00314398	197393	457340	0.00189497	0.00439046	16.7719	0.001	0.894135	0.0001	0.321272	0.0001	27.5656	0.01	1.60512	0.0001
23 	329597	0.00316413	199452	460216	0.00191474	0.00441807	82.0058	0.01	0.442139	0.0001	1.45632	0.001	74.3239	0.01	67.6632	0.01
23 	333228	0.00319899	202991	463376	0.00194871	0.00444841	58.568	0.01	4.30792	0.0001	0	1e-08	58.8121	0.01	0	1e-08
23 	335599	0.00322175	205393	465685	0.00197177	0.00447058	14.0535	0.001	19.9451	0.001	0.0403544	0.0001	74.6273	0.01	0	1e-08
23 	338266	0.00324735	208088	468537	0.00199764	0.00449796	78.0932	0.01	10.9562	0.001	1.14058	0.0001	98.1617	0.01	67.6885	0.01
23 	341572	0.00327909	211346	471765	0.00202892	0.00452894	126.249	0.01	9.04781	0.01	4.40279	0.001	92.6161	0.01	11.3164	0.001
23 	345868	0.00332033	215470	475938	0.00206851	0.004569	65.0322	0.01	10.452	0.001	2.01036	0.0001	50.3782	0.01	15.6292	0.001
23 	350494	0.00336474	220344	480897	0.0021153	0.00461661	19.8628	0.001	9.78982	0.001	0.317537	0.0001	53.1434	0.01	4.23087	0.001
23 	353155	0.00339029	223160	483347	0.00214234	0.00464013	57.6299	0.01	2.14973	0.0001	2.1983	0.0001	73.8543	0.01	18.6004	0.001
23 	355500	0.0034128	225225	485707	0.00216216	0.00466279	0.000348834	1e-05	1.27221	0.0001	0	1e-08	1.3867	0.0001	-2.27374e-13	1e-08
23 	358124	0.00343799	227885	488342	0.0021877	0.00468808	0.591519	1e-05	0.62541	1e-05	0	1e-08	1.01841	1e-05	0	1e-08
23 	361666	0.00347199	231572	491866	0.00222309	0.00472191	51.389	0.01	2.3744	0.0001	1.53773	0.0001	32.5528	0.01	26.1294	0.01
23 	363935	0.00349378	233687	494308	0.0022434	0.00474536	26.971	0.001	6.39017	0.001	0.599827	0.0001	27.1823	0.01	18.4239	0.001
23 	366090	0.00351446	235917	496176	0.0022648	0.00476329	73.8624	0.01	11.1214	0.001	2.79054	0.001	91.4645	0.01	22.5847	0.01
23 	370703	0.00355875	240403	500977	0.00230787	0.00480938	0.11219	1e-05	0.00895438	1e-05	0.177218	1e-05	61.3941	0.01	0.216586	1e-05
23 	372256	0.00357366	241985	502248	0.00232306	0.00482158	179.01	0.01	19.4994	0.001	10.6134	0.001	159.334	0.01	58.3441	0.01
23 	374799	0.00359807	243529	505307	0.00233788	0.00485095	24.3915	0.01	0.465998	0.0001	1.86182	0.001	48.095	0.01	25.5632	0.01
23 	376673	0.00361606	246071	506583	0.00236228	0.0048632	71.5413	0.01	1.0993	0.0001	15.6343	0.001	56.9388	0.01	49.4676	0.01
23 	379011	0.00363851	248244	509059	0.00238314	0.00488697	114.638	0.01	-4.54747e-13	1e-08	5.49028	0.0001	15.2059	0.01	30.3606	0.001
23 	381000	0.0036576	251184	510869	0.00241137	0.00490434	131.53	0.01	0	1e-08	1.39882	0.0001	37.5541	0.01	21.0903	0.001
23 	384214	0.00368845	254237	514349	0.00244068	0.00493775	74.404	0.01	16.3549	0.001	2.54921	0.001	66.0301	0.01	23.6792	0.001
23 	386822	0.00371349	256499	516390	0.00246239	0.00495734	47.4959	0.01	1.59055	0.001	10.3975	0.001	16.7116	0.001	24.588	0.01
23 	389467	0.00373888	259352	519574	0.00248978	0.00498791	123.11	0.01	14.9372	0.001	11.1452	0.001	110.222	0.01	48.8915	0.01
23 	392415	0.00376718	262676	522783	0.00252169	0.00501872	37.8345	0.001	24.1197	0.001	0.326084	0.0001	117.992	0.01	27.9756	0.001
23 	395898	0.00380062	265520	525646	0.00254899	0.0050462	90.1036	0.01	-2.27374e-13	1e-08	0.0356352	1e-05	94.6629	0.01	0.380184	1e-05
23 	399068	0.00383105	269062	529416	0.002583	0.00508239	135	0.01	33.6457	0.01	10.3335	0.001	109.87	0.01	56.8485	0.01
23 	403091	0.00386967	273706	533001	0.00262758	0.00511681	153.448	0.01	12.0677	0.001	12.0667	0.001	133.007	0.01	74.2673	0.01
23 	405204	0.00388996	275257	535485	0.00264247	0.00514066	129.215	0.01	11.2613	0.01	1.61724	0.001	112.363	0.01	47.2627	0.01
23 	409633	0.00393248	278965	539687	0.00267806	0.005181	25.2977	0.01	2.24726	0.0001	2.31138	0.0001	8.71897	0.001	12.8498	0.001
23 	412745	0.00396235	282597	542986	0.00271293	0.00521267	0.418149	0.0001	0	1e-08	6.41466	0.001	0.324491	0.0001	16.86	0.001
23 	416159	0.00399513	286021	546966	0.0027458	0.00525087	-2.27374e-13	1e-08	-2.27374e-13	1e-08	1.41636	0.0001	-1.13687e-13	1e-08	1.02682	0.0001
23 	418542	0.004018	288218	548946	0.00276689	0.00526988	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0.624269	0.0001	0	1e-08	4.34548	0.001
23 	422933	0.00406016	292994	553523	0.00281274	0.00531382	0.860175	0.0001	12.468	0.01	3.07024	0.0001	1.11681	0.0001	5.41302	0.0001
23 	425825	0.00408792	296359	556216	0.00284505	0.00533967	20.0421	0.001	3.48862	0.0001	3.49748	0.0001	7.69201	0.001	7.03936	0.0001
23 	430719	0.0041349	299983	561150	0.00287984	0.00538704	67.8953	0.01	0.729022	0.0001	0.7945	0.0001	61.788	0.01	12.1489	0.001
23 	435160	0.00417754	304877	565306	0.00292682	0.00542694	-2.27374e-13	1e-08	3.44592	0.0001	0.00121453	1e-05	2.07638	0.0001	0	1e-08
23 	441037	0.00423396	310487	571167	0.00298068	0.0054832	6.82193	0.01	4.00107	0.0001	0	1e-08	69.8342	0.01	59.1813	0.01
23 	442525	0.00424824	312353	572562	0.00299859	0.0054966	28.1126	0.01	1.43604	0.0001	1.64837	0.0001	36.6355	0.01	0.554371	0.0001
23 	443948	0.0042619	313699	574185	0.00301151	0.00551218	37.5658	0.01	10.3487	0.001	0.608421	0.0001	87.8114	0.01	1.35899	0.0001
23 	449237	0.00431268	318972	579680	0.00306213	0.00556493	6.54979	0.001	17.2551	0.001	0.703381	0.0001	53.2535	0.01	5.05682	0.001
23 	454697	0.00436509	324108	584379	0.00311144	0.00561004	110.528	0.01	60.8538	0.01	4.72643	0.001	134.85	0.01	37.7583	0.01
23 	458283	0.00439952	327583	588306	0.0031448	0.00564774	123.319	0.01	14.6637	0.001	6.89129	0.001	130.842	0.01	53.0828	0.01
23 	462393	0.00443897	332055	592585	0.00318773	0.00568882	97.5832	0.01	15.3908	0.01	0.727478	1e-05	105.247	0.01	10.8303	0.01
23 	465636	0.00447011	335599	594777	0.00322175	0.00570986	37.8077	0.01	40.8053	0.01	0.994456	0.0001	117.796	0.01	13.1023	0.001
23 	468007	0.00449287	337836	598319	0.00324323	0.00574386	28.0388	0.001	16.0327	0.001	1.04791	0.0001	90.218	0.01	7.85326	0.001
23 	473163	0.00454236	342463	602848	0.00328764	0.00578734	98.5995	0.01	12.414	0.001	0	1e-08	104.64	0.01	48.0279	0.01
23 	474918	0.00455921	344942	604771	0.00331144	0.0058058	88.9246	0.01	46.1298	0.01	0	1e-08	104.273	0.01	8.02948	0.01
23 	478347	0.00459213	347942	608510	0.00334024	0.0058417	75.2511	0.01	47.9532	0.01	0	1e-08	117.607	0.01	65.234	0.01
23 	480897	0.00461661	350494	610870	0.00336474	0.00586435	104.372	0.01	43.8606	0.01	2.69067	0.001	113.932	0.01	49.1293	0.01
23 	485707	0.00466279	355500	615817	0.0034128	0.00591184	72.4481	0.01	57.9206	0.01	0	1e-08	116.758	0.01	11.8143	0.001
23 	489884	0.00470289	359821	619955	0.00345428	0.00595157	78.8047	0.01	48.2296	0.01	1.62555	0.0001	97.3931	0.01	10.926	0.001
23 	493226	0.00473497	363077	623091	0.00348554	0.00598167	2.13045	0.0001	48.3393	0.01	0	1e-08	95.5748	0.01	0.720167	0.0001
23 	497701	0.00477793	367595	627946	0.00352891	0.00602828	92.6333	0.01	5.83584	0.0001	0	1e-08	45.2408	0.01	5.79093	0.001
23 	499652	0.00479666	369374	630074	0.00354599	0.00604871	48.2414	0.01	15.8088	0.001	0.0694818	0.0001	106.262	0.01	9.25419	0.001
23 	501985	0.00481906	371832	631665	0.00356959	0.00606398	98.4337	0.01	70.1679	0.01	1.64669	0.001	135.374	0.01	26.1858	0.01
23 	509059	0.00488697	378771	639768	0.0036362	0.00614177	128.728	0.01	42.842	0.01	2.44871	0.001	104.084	0.01	58.7701	0.01
23 	516231	0.00495582	386082	646420	0.00370639	0.00620563	156.751	0.01	27.2773	0.01	3.78694	0.001	144.831	0.01	76.5125	0.01
23 	524104	0.0050314	393590	654390	0.00377846	0.00628214	128.453	0.01	71.7195	0.01	3.70241	0.001	124.16	0.01	47.1462	0.01
23 	531251	0.00510001	400638	661648	0.00384612	0.00635182	102.394	0.01	21.4254	0.01	5.56506	0.001	94.3117	0.01	68.9399	0.01
23 	536617	0.00515152	406265	667403	0.00390014	0.00640707	77.22	0.01	1.02683	0.01	1.78172	0.001	70.8943	0.01	67.906	0.01
23 	542184	0.00520497	412177	672711	0.0039569	0.00645803	112.85	0.01	2.76883	0.001	0.874815	0.001	96.1892	0.01	23.4953	0.01
23 	547887	0.00525972	417625	677888	0.0040092	0.00650772	87.5504	0.01	22.3598	0.01	9.50508	0.001	75.0261	0.01	16.9253	0.01
23 	554943	0.00532745	424770	685227	0.00407779	0.00657818	91.461	0.01	15.2812	0.01	3.62796	0.0001	89.679	0.01	18.2845	0.001
23 	559628	0.00537243	429455	689578	0.00412277	0.00661995	19.7981	0.001	20.7102	0.001	2.21847	0.0001	87.697	0.01	3.95124	0.0001
23 	562340	0.00539846	431499	692220	0.00414239	0.00664531	0.567681	0.0001	14.7568	0.001	2.61212	0.0001	99.645	0.01	2.10314	0.0001
23 	564728	0.00542139	434701	695085	0.00417313	0.00667282	167.754	0.01	11.9468	0.001	0.00665111	1e-05	87.1719	0.01	102.889	0.01
23 	567063	0.0054438	436917	697269	0.0041944	0.00669378	-4.54747e-13	1e-08	68.5476	0.01	7.09574e-08	1e-05	137.312	0.01	5.89533e-08	1e-05
23 	570200	0.00547392	439544	700258	0.00421962	0.00672248	9.17912	0.001	58.1783	0.01	0.469985	0.0001	159.395	0.01	0.677303	0.0001
23 	574185	0.00551218	443948	704256	0.0042619	0.00676086	188.348	0.01	67.1908	0.01	4.8568	0.001	161.636	0.01	113.135	0.01
23 	582553	0.00559251	451593	712552	0.00433529	0.0068405	132.403	0.01	14.7397	0.001	1.58139	0.0001	151.724	0.01	2.06584	0.0001
23 	588002	0.00564482	458232	718349	0.00439903	0.00689615	134.859	0.01	47.2542	0.01	7.30321	0.001	122.649	0.01	26.3743	0.01
23 	592585	0.00568882	462393	722807	0.00443897	0.00693895	156.538	0.01	15.6117	0.01	8.05626	0.001	133.059	0.01	78.6494	0.01
23 	598732	0.00574783	468537	728858	0.00449796	0.00699704	189.502	0.01	32.1276	0.01	2.13476	0.0001	138.088	0.01	79.5055	0.01
23 	605621	0.00581396	474948	735316	0.0045595	0.00705903	155.755	0.01	36.9092	0.01	7.81328	0.001	136.485	0.01	78.0689	0.01
23 	607550	0.00583248	477581	737904	0.00458478	0.00708388	203.433	0.01	43.4434	0.01	9.63229	0.001	163.467	0.01	116.254	0.01
23 	612788	0.00588276	483254	743304	0.00463924	0.00713572	181.713	0.01	47.9091	0.01	17.5079	0.01	125.79	0.01	113.283	0.01
23 	617298	0.00592606	487125	747475	0.0046764	0.00717576	158.437	0.01	86.4761	0.01	0	1e-08	181.599	0.01	16.0527	0.01
23 	619955	0.00595157	489782	749907	0.00470191	0.00719911	107.848	0.01	15.0409	0.001	5.23613	0.001	80.5754	0.01	27.7177	0.001
23 	622295	0.00597403	491989	751944	0.00472309	0.00721866	150.502	0.01	24.2012	0.001	0.832424	0.001	176.573	0.01	52.4785	0.01
23 	626818	0.00601745	496856	756879	0.00476982	0.00726604	133.854	0.01	26.0747	0.01	3.51861e-09	1e-06	121.206	0.01	22.476	0.01
23 	630074	0.00604871	499863	760280	0.00479868	0.00729869	211.87	0.01	31.2261	0.01	1.65936	0.0001	152.019	0.01	78.3661	0.01
23 	636519	0.00611058	506583	767028	0.0048632	0.00736347	157.188	0.01	13.3183	0.001	0	1e-08	120.635	0.01	69.0245	0.01
23 	643212	0.00617484	513012	773558	0.00492492	0.00742616	65.8758	0.01	50.7167	0.01	0.0292815	0.0001	118.569	0.01	6.5094	0.001
23 	651111	0.00625067	520489	781158	0.00499669	0.00749912	20.0588	0.001	26.5456	0.001	0	1e-08	47.1522	0.01	-1.13687e-13	1e-08
23 	654191	0.00628023	524104	784451	0.0050314	0.00753073	9.63631	0.001	6.45494	0.001	5.69214e-07	1e-05	15.7098	0.001	0	1e-08
23 	657341	0.00631047	527489	787717	0.00506389	0.00756208	11.1984	0.001	13.3745	0.001	0	1e-08	18.8794	0.001	0.10876	0.0001
23 	660686	0.00634259	530096	791954	0.00508892	0.00760276	1.98026	0.0001	5.17399	0.0001	0	1e-08	49.2671	0.01	0	1e-08
23 	663327	0.00636794	533001	793743	0.00511681	0.00761993	4.55106	0.01	3.00101	0.001	0	1e-08	43.4725	0.01	0	1e-08
23 	665673	0.00639046	535485	795859	0.00514066	0.00764025	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0.156675	0.0001
23 	670330	0.00643517	540011	800592	0.00518411	0.00768568	9.75608	0.01	0.045669	0.0001	1.69338	0.001	21.1758	0.01	10.9954	0.001
23 	675475	0.00648456	545670	805685	0.00523843	0.00773458	4.54747e-13	1e-05	1.90525	0.0001	7.33617	0.001	1.89004	0.0001	11.7509	0.001
