12	110786000	110504000	110840000	514.716
16	71895900	71623200	72016200	512.811
12	40179500	39931500	40361900	512.237
2A	61837900	61495500	62233700	511.462
2A	62299100	61884600	62620500	511.33
2A	61970100	61652500	62326000	510.785
19	50707000	50539000	50807500	510.73
12	112209000	112059000	112643000	510.666
12	110876000	110842000	111178000	507.695
16	72084800	71939200	72226500	507.121
12	124145000	123941000	124280000	505.76
15	41343700	41241500	41551600	504.706
16	71694800	71468200	71922500	503.669
2B	131620000	131504000	131739000	502.657
7	5341360	5211370	5395620	502.542
15	61792200	61455400	62033800	502.122
6	86113200	86020500	86268200	502.009
1	32338300	32022400	32583500	501.706
2A	61875100	61503900	62280100	500.547
1	128174000	128076000	128596000	500.502
7	5375580	5248970	5401460	500.341
2B	131661000	131545000	131739000	500.244
16	71971900	71779600	72127900	498.796
2B	131603000	131469000	131739000	498.346
16	30863700	30689400	31181300	498.209
12	111978000	111427000	112138000	496.8
16	71857400	71598200	72006400	496.173
2A	62144500	61768400	62432100	495.111
16	71930500	71700000	72064700	494.329
12	110580000	110268000	110821000	493.714
12	110703000	110494000	110840000	492.942
2A	61544700	61417000	61918600	491.876
12	38723100	38423500	38951500	491.242
16	72138500	71974400	72286200	489.326
16	30518200	30447700	30660700	489.11
15	82953600	82820100	83104800	488.612
19	50752600	50544000	50866800	488.321
15	41287800	41160000	41429800	488.218
2B	131669000	131551000	131739000	488.166
12	112059000	111624000	112177000	487.917
2A	61852900	61501400	62243400	487.115
1	152317000	152161000	152759000	486.439
16	30808100	30677600	31088600	486.073
12	110770000	110497000	110840000	485.803
16	71953900	71727500	72109600	485.384
1	152346000	152161000	152764000	485.162
17	37008900	36609800	37068200	484.901
12	38718300	38419000	38942000	483.875
1	128167000	128076000	128594000	483.75
15	61944300	61541500	62117600	483.467
10	71869100	71594900	72200400	483.104
15	41280800	41156000	41413000	482.719
12	40379100	40195700	40647300	482.654
2A	62307100	61895000	62624100	482.45
1	152434000	152173000	152867000	481.296
12	111015000	110842000	111179000	480.943
1	32062200	31990400	32385100	480.543
2A	99718500	99514400	99721500	480.234
16	71850800	71594000	72006400	479.959
12	124204000	124008000	124292000	479.845
15	46539300	46066100	46695000	479.625
1	32130800	32002000	32492500	479.584
12	40221500	39985400	40489000	477.499
12	112035000	111503000	112151000	477.077
12	40209900	39950400	40383300	477.059
5	78010900	77699000	78353400	476.476
6	86092000	85966100	86262600	475.808
12	110827000	110604000	110842000	475.018
19	15704600	15644000	15773700	474.988
16	72052300	71925500	72208400	474.922
12	124233000	124057000	124296000	473.777
15	83010000	82826400	83119100	473.102
2A	61961000	61652500	62326000	472.505
15	61936000	61538100	62117200	472.194
15	82946500	82820100	83064800	472.166
12	111805000	111322000	112080000	471.287
12	111920000	111411000	112126000	471.277
12	112104000	111883000	112376000	470.98
2A	62526400	62241900	62633300	468.654
17	36961300	36545500	37025500	468.379
15	46457700	46059100	46693200	468.248
1	152407000	152170000	152786000	467.821
12	40506100	40238700	40720300	467.49
7	5291010	5172130	5387890	467.191
2A	62126800	61751500	62411300	466.513
12	110913000	110842000	111178000	465.877
12	111856000	111378000	112095000	464.787
12	39629800	39426200	39890300	464.129
15	82827900	82815800	83013200	463.793
2A	62112500	61734600	62394200	462.991
12	38789700	38582200	38995600	462.562
2A	62218600	61829900	62516200	462.488
17	37022500	36639600	37068200	462.207
12	110760000	110497000	110840000	462.039
7	5326350	5189960	5392970	461.934
12	40294400	40048200	40535100	461.44
15	61889700	61496700	62066200	460.777
15	46437600	46055700	46693200	460.583
16	30855600	30689400	31174700	460.304
16	72175400	71981500	72290300	460.224
12	112200000	112059000	112626000	460.062
2B	131635000	131521000	131739000	459.864
15	61884500	61484400	62061000	459.072
12	111965000	111424000	112137000	459.065
6	44130400	43943400	44316500	459.051
16	72027400	71921100	72199900	457.903
12	38674600	38390000	38867400	456.786
12	40559900	40331700	40801200	456.484
15	61927600	61538100	62115900	455.925
14	29938500	29622400	29960300	455.607
17	36909900	36516400	37025500	455.217
1	152416000	152173000	152820000	454.229
2B	131617000	131496000	131739000	454.151
5	77711200	77342700	78045400	453.885
2A	61530400	61415700	61914900	453.334
1	32288000	32022000	32533300	452.957
15	46576800	46071700	46698600	452.644
2A	62373000	62103300	62631600	452.326
2A	61810500	61475600	62170900	452.007
1	152286000	152151000	152701000	451.656
15	61940900	61541500	62117200	451.161
14	29741900	29579400	29956800	451.006
16	45585600	45433800	45803300	450.989
16	72009300	71870600	72196800	450.854
2A	62031600	61663700	62332100	450.76
19	50768700	50591000	50880200	450.669
12	39952900	39679400	40207700	449.784
17	38194800	37872800	38477600	448.95
12	124163000	123967000	124287000	448.451
19	15707700	15647900	15773700	448.342
2A	61772600	61467400	62146800	448.118
12	112014000	111458000	112145000	448.055
17	38298900	37889400	38485900	447.86
15	61807700	61456500	62038800	447.748
19	50660400	50535900	50794600	447.128
2A	62357300	62100900	62631600	446.325
2B	208635000	208462000	208729000	446.27
12	39800700	39572900	40013600	446.163
12	124156000	123961000	124287000	445.859
12	110926000	110842000	111178000	445.264
1	152373000	152170000	152769000	444.528
16	71827200	71576600	71995600	444.315
14	65918300	65713900	66197800	444.238
12	40544700	40327700	40798200	443.936
16	71809300	71575400	71987300	443.255
7	5286240	5169320	5383660	442.698
1	128093000	128076000	128512000	442.23
1	128159000	128076000	128591000	441.933
16	72020400	71916800	72199900	440.776
12	111992000	111442000	112142000	440.283
12	38662700	38380300	38843700	440.251
14	29955200	29693600	29964000	438.687
2A	61978200	61652500	62326000	438.498
12	110888000	110842000	111178000	438.358
12	40148100	39898100	40347600	437.983
17	28305800	28200900	28364900	437.633
12	124171000	123970000	124287000	437.419
12	110567000	110185000	110795000	436.961
12	40399000	40213400	40658200	434.447
16	29988500	29059400	30071900	434.262
17	36678500	36436600	37025500	434.22
12	110958000	110842000	111178000	433.898
15	46551800	46069100	46695000	433.875
6	86121500	86030300	86356500	433.654
12	38922600	38705400	39031200	433.646
2A	99652800	99494300	99721500	433.602
12	111040000	110842000	111179000	433.426
5	77988400	77699000	78352500	433.194
15	41365500	41263000	41655800	433.19
16	72162600	71980500	72289400	433.067
2A	62169300	61809000	62492600	433.027
16	72168700	71981500	72289400	431.506
16	30030600	29063100	30110400	430.723
14	65935700	65713900	66218100	430.277
19	50587900	50535300	50767900	429.633
14	65886800	65713900	66149000	429.578
15	61848700	61469200	62052500	429.334
17	66685100	66450500	66702500	429.16
12	112144000	112007000	112439000	427.889
16	71863700	71604500	72008000	427.4
17	38261700	37872800	38480900	426.873
12	39835700	39617000	40043400	426.862
12	38895200	38705400	39031200	426.793
2B	131715000	131573000	131739000	426.613
12	111840000	111369000	112088000	425.783
12	111883000	111396000	112104000	425.735
2A	61743800	61465100	62117000	425.604
12	110993000	110842000	111178000	424.059
20	33191500	32986200	33463800	423.926
15	61720700	61434100	62003400	423.5
17	36916500	36516400	37025500	422.992
16	30541500	30447700	30677600	422.807
12	38901700	38705400	39031200	422.261
2A	61573200	61421000	61929700	421.661
5	77904900	77691500	78125500	421.463
2A	62503400	62186000	62631800	421.342
16	71752400	71499200	71962100	421.267
14	65892800	65713900	66149900	420.914
12	35819100	35431500	36183600	420.846
15	82895300	82817000	83041800	419.483
12	38617900	38369600	38821800	419.444
12	40160600	39927100	40359600	418.967
17	66487300	66426900	66697500	418.93
12	38876500	38697100	39021000	418.618
12	124254000	124066000	124312000	418.427
12	38800400	38594700	38998400	418.398
12	35731900	35428900	36171200	418.341
12	124121000	123852000	124274000	418.041
17	66693500	66461200	66702500	417.438
7	5240650	5151130	5371470	416.917
2B	131720000	131573000	131739000	416.785
10	72016800	71777200	72252300	416.438
17	36859800	36504500	37025500	415.959
16	30018600	29063100	30097600	415.917
1	32306600	32022400	32533300	415.882
16	71943300	71715200	72094400	415.642
15	82848800	82816200	83017900	415.419
14	65911800	65713900	66191800	414.396
17	38150800	37864100	38475400	414.138
12	110903000	110842000	111178000	413.91
12	112128000	111925000	112378000	413.263
12	112334000	112080000	112902000	413.233
12	39971200	39679400	40214500	412.75
12	38868800	38691400	39021000	411.563
1	32054700	31988300	32383200	411.553
17	36984800	36575700	37025500	411.051
6	86078100	85909800	86241500	411
17	28431500	28364900	28566700	410.682
16	45621200	45433800	45840700	409.076
12	39758700	39567900	39986700	408.723
12	110497000	110149000	110776000	408.58
12	39806500	39576400	40015500	408.185
8	45394300	44678900	45765000	407.511
9	34250000	34201900	34490300	407.342
12	39650900	39426200	39898100	406.99
16	45508100	45192600	45687400	406.042
15	39471200	39389500	40350200	405.039
10	72201600	71869200	72252300	404.258
12	39545100	39408200	39680100	404.012
15	46568300	46070900	46697000	403.615
12	112376000	112122000	112987000	403.518
12	35701200	35428200	36130400	403.438
1	152306000	152152000	152732000	403.346
12	110657000	110377000	110840000	403.223
12	39994500	39759000	40257100	403.164
16	45520600	45433800	45697300	402.954
17	66689500	66457400	66702500	402.869
12	40300700	40048200	40535100	402.508
12	110941000	110842000	111178000	402.328
17	38339500	37948700	38512400	402.206
19	50549000	50535300	50760000	401.787
19	50730200	50540800	50861100	400.555
8	45514100	45010800	45812100	399.883
12	39787800	39571600	40011700	399.848
12	39931500	39679400	40173100	399.385
17	36872400	36505600	37025500	399.152
12	120608000	120510000	120739000	399.076
12	40367900	40182400	40640300	398.881
2A	62426400	62144400	62631600	397.95
1	152812000	152414000	153194000	396.482
17	36879400	36512200	37025500	393.811
12	110984000	110842000	111178000	393.768
12	112254000	112071000	112747000	393.519
3	104748000	104725000	104803000	393.467
12	111111000	110844000	111179000	393.351
16	45598600	45433800	45822000	393.138
16	71820500	71576600	71992000	392.842
7	131287000	131165000	131443000	392.752
17	36995200	36582500	37025500	391.889
12	120665000	120513000	120807000	391.564
12	35840000	35446900	36195300	390.709
2A	61805400	61474700	62159700	390.448
17	37632100	37112800	37839400	390.119
17	28351000	28230000	28372700	388.938
16	4837000	4732520	5120740	388.679
12	111825000	111365000	112086000	388.646
15	61976300	61608600	62159500	388.635
16	29984200	29059400	30071900	388.504
17	38315500	37890500	38494800	388.493
7	5248200	5154930	5375580	388.466
1	152591000	152249000	153097000	388.203
20	56396100	56266300	56417700	387.84
12	112288000	112080000	112881000	387.657
17	38473400	38112300	38557600	387.541
17	36853600	36502600	37025500	387.477
12	120693000	120572000	120897000	387.467
15	46546800	46069100	46695000	387.122
12	39726700	39567900	39986700	387.054
1	32038000	31987500	32383200	386.819
12	110422000	110068000	110663000	386.51
2B	131699000	131573000	131739000	386.467
6	86132100	86030300	86371900	386.192
6	44080000	43893900	44289100	386.084
7	4945220	4698480	5044310	385.9
19	5918390	5879820	6040380	385.702
1	32142300	32002000	32492500	385.187
14	65922600	65713900	66203300	384.693
2A	26317100	26073100	26509800	384.625
3	104785000	104728000	104803000	384.576
12	35623400	35399100	36019900	384.518
15	46586300	46074200	46708300	384.485
2A	61761200	61467400	62141500	384.484
5	77918400	77691500	78125500	383.563
15	46620300	46117200	46736100	382.653
2A	99524200	99306600	99721500	382.181
2A	62414300	62142400	62631600	382.158
17	36924500	36516400	37025500	381.59
2A	62495100	62173000	62631800	381.129
12	40470800	40214500	40671100	380.754
12	38873900	38697100	39021000	380.491
16	5003900	4796790	5192210	380.187
12	39847800	39617000	40048200	379.644
4	162776000	162543000	162940000	379.359
12	39872200	39617600	40059300	379.126
10	71422900	71228600	71537700	378.828
2A	61505100	61388600	61878700	378.638
16	30022700	29063100	30097600	378.48
14	29928600	29621500	29960300	378.22
12	39815500	39578100	40022300	378.213
12	35809100	35429900	36183600	377.894
16	71781100	71546100	71978500	377.237
1	128205000	128076000	128625000	377.224
8	45468100	44963000	45784800	377.144
12	110635000	110338000	110838000	376.937
12	39899700	39658400	40144900	376.829
2A	99691100	99510400	99721500	376.717
7	5114910	5028480	5156450	376.497
1	56276800	56212100	56289600	376.12
1	32044500	31988300	32383200	376.054
12	40113100	39889400	40336900	375.836
12	40616400	40352100	40831100	375.772
17	36892500	36512200	37025500	375.719
12	110973000	110842000	111178000	375.4
1	128111000	128076000	128569000	375.031
17	37018900	36626800	37068200	374.569
12	40322000	40048200	40539800	374.157
15	40868800	40859100	41242800	373.94
7	4165520	4056540	4196450	373.601
2A	99635800	99487000	99721500	373.564
12	39477600	39394800	39679400	373.431
5	77998000	77699000	78353400	373.307
16	30617800	30491500	30689400	373.289
15	82875500	82817000	83031800	373.133
12	39739500	39567900	39986700	373.118
15	41338500	41213800	41548700	372.983
7	131305000	131189000	131445000	372.9
2A	61559600	61418900	61925800	372.897
6	44165700	44019600	44363800	372.754
10	71445800	71258400	71539400	372.609
14	65932800	65713900	66215500	372.325
6	44270900	44046500	44364500	371.914
2A	99672900	99510400	99721500	371.888
10	72144900	71826800	72252300	371.865
15	41223400	40859100	41342700	371.439
12	38637000	38377400	38835700	371.292
17	28321600	28215000	28369700	371.167
6	115255000	115029000	115406000	370.795
12	111126000	110844000	111179000	370.745
8	58655500	58121600	59066700	370.678
16	45499500	45192600	45685700	370.286
17	38387000	37966900	38516700	369.895
1	32253900	32019200	32533300	369.619
12	124078000	123824000	124262000	369.496
1	152900000	152474000	153231000	369.423
16	4968040	4794830	5179610	369.373
14	29749200	29583500	29956800	369.118
7	5320440	5181010	5391200	368.902
12	112267000	112080000	112852000	368.562
12	40204300	39950200	40383300	368.385
7	130246000	130161000	130336000	368.231
2A	62384800	62110400	62631600	368.104
7	5337800	5201750	5395120	367.724
2A	99696000	99510400	99721500	367.425
15	41313900	41175900	41507200	367.403
2A	62605000	62294300	62638200	367.096
7	130237000	130161000	130333000	366.791
12	35712500	35428200	36144600	366.709
12	38859100	38672200	39021000	366.65
2A	99685000	99510400	99721500	366.223
16	4986080	4794830	5191690	366.172
12	35848800	35447500	36203200	365.894
1	32280500	32019200	32533300	365.791
8	39472900	39280100	39685700	365.781
15	82872900	82817000	83019900	365.594
6	44233600	44024500	44364500	365.422
6	160052000	159965000	160313000	365.409
12	112167000	112053000	112554000	365.117
16	45494200	45192600	45677000	365.102
12	38929100	38705400	39031200	364.896
8	40007300	39737800	40044300	364.736
3	190700000	190662000	190720000	363.723
2A	61675400	61462200	62065200	363.629
12	38907200	38705400	39031200	363.461
5	77894800	77690000	78108000	363.397
19	15701600	15641200	15773700	362.942
2A	61703400	61465100	62087600	362.901
12	39571600	39417800	39790800	362.669
15	41330300	41188700	41548100	362.458
4	162667000	162494000	162931000	362.429
7	5277100	5161050	5381060	362.29
12	111281000	111179000	111582000	362.263
10	71432800	71258400	71539400	362.059
19	50644500	50535900	50790500	361.924
12	35878200	35479100	36233500	361.66
17	36664200	36433900	37025500	361.656
16	45496800	45192600	45682500	361.615
15	46638800	46171600	46765600	361.319
12	35765800	35429900	36182100	361.135
12	38585400	38343900	38790600	361.107
17	36970200	36566100	37025500	361.104
15	40941400	40859100	41250000	361.059
17	38330200	37895900	38504900	361.005
6	86196300	86039500	86447900	360.829
5	77818600	77649600	78078800	360.624
17	36252600	35976700	36444100	360.516
16	29975100	29059400	30071900	360.337
3	190699000	190662000	190720000	360.329
15	40891300	40859100	41242800	360.074
16	71801400	71565900	71983700	360.053
20	56331600	56262400	56415200	359.547
15	61673700	61418200	61991700	359.504
10	72132000	71822600	72252300	359.402
1	152669000	152261000	153103000	359.105
15	82887200	82817000	83033800	359.015
12	110516000	110151000	110794000	358.835
17	36887200	36512200	37025500	358.815
17	38166500	37872800	38477600	358.631
12	40390400	40213400	40656100	358.602
10	71438400	71258400	71539400	358.06
3	190697000	190662000	190720000	358.054
15	48739500	48348300	49198100	357.958
2A	26377500	26078700	26609800	357.585
2A	26236500	25950600	26497300	357.367
12	112261000	112073000	112774000	356.512
10	71425000	71228600	71537700	356.424
14	65882800	65713900	66149000	355.829
2A	33066400	32835500	33207300	355.771
6	150025000	150003000	150036000	355.759
17	36944300	36535300	37025500	355.72
17	28312600	28204400	28367100	355.711
10	72236300	71873300	72252300	355.453
17	37676000	37115200	37849100	355.147
7	5017260	4826080	5078240	354.975
1	152392000	152170000	152772000	354.699
17	38208800	37872800	38477600	354.6
10	72244500	71873300	72252300	353.729
20	56326000	56262400	56414600	353.097
17	28220000	28147900	28338500	352.565
15	61740200	61436300	62006300	352.555
14	65951300	65713900	66232100	351.903
6	44019600	43829800	44147100	351.749
17	36595100	36353600	36998700	351.53
15	40927400	40859100	41242800	351.079
12	111161000	110844000	111179000	350.955
15	82967800	82820100	83108500	350.848
15	82855900	82816200	83019100	350.651
4	171602000	171564000	171668000	350.53
6	44144200	44019600	44357200	350.122
19	13241500	13137400	13394900	350.084
17	36896700	36512200	37025500	349.887
12	120697000	120574000	120901000	349.764
14	65903800	65713900	66184400	349.721
10	71453300	71258400	71539400	349.604
2B	208675000	208536000	208756000	349.035
15	82834400	82815800	83013200	348.945
15	82912700	82817000	83047500	348.918
12	38401200	38205500	38693300	348.811
13	86787000	86495200	87006600	348.637
3	190698000	190662000	190720000	348.51
17	36119500	35857400	36317900	348.311
15	40921100	40859100	41242800	348.136
3	161155000	160932000	161182000	347.833
12	35879000	35482100	36233500	347.639
1	50235400	49769300	50590100	347.603
14	65895300	65713900	66172500	347.231
2B	208605000	208426000	208726000	347.119
17	17708600	17569700	18130100	346.725
13	63379100	63277800	63532500	346.235
15	61685200	61428800	61992600	345.825
15	82869500	82817000	83019900	345.819
16	29947000	29059400	30071900	345.68
17	38265500	37872800	38483200	345.364
12	35737800	35428900	36177900	345.244
2A	99595800	99484300	99721500	345.144
1	32264700	32019200	32533300	344.925
17	36956000	36545500	37025500	344.898
12	39642400	39426200	39890300	344.882
2A	32784300	32715600	32977900	344.877
2A	62462300	62155100	62631600	344.756
12	35680300	35427700	36120800	344.747
14	65990400	65713900	66260000	344.612
16	4939560	4784780	5173020	344.018
12	120556000	120509000	120684000	343.507
1	32170100	32018000	32529300	343.007
17	36903400	36516400	37025500	342.99
2A	62365600	62101300	62631600	342.974
12	39667200	39433600	39923200	342.681
12	111657000	111298000	112069000	342.049
4	162734000	162512000	162931000	341.953
16	71703100	71480200	71935200	341.723
12	39829200	39617000	40043400	341.338
22	22643400	22515000	22804900	341.213
12	35627400	35408200	36044100	341.134
15	46660800	46232800	46806400	340.979
1	56279200	56229800	56385200	340.909
15	48522200	48112600	48974800	340.775
10	72223300	71872800	72252300	340.591
17	36976300	36575700	37025500	340.468
2A	62210200	61829900	62513000	340.417
12	124125000	123856000	124274000	340.363
7	5364660	5226080	5397500	340.201
10	71419400	71228600	71537700	339.952
12	38804300	38598600	38998400	339.74
17	36939900	36531600	37025500	339.611
20	58268700	58157800	58295800	339.403
7	5217140	5142220	5344200	339.394
12	112027000	111494000	112148000	339.019
14	65966400	65713900	66241200	339.009
2A	61663700	61462200	62031100	338.967
12	112184000	112059000	112611000	338.927
16	45572500	45433800	45784100	338.753
6	44155000	44019600	44362600	338.592
19	13296900	13143600	13394900	338.559
16	71739800	71495200	71955200	338.5
1	32224900	32019200	32533300	338.441
9	34334300	34202000	34493600	338.225
15	41415300	41284100	41843800	338.089
15	82923600	82817000	83048100	338.083
17	36778800	36477600	37025500	337.848
1	50284400	49865300	50643300	337.804
2A	1722890	1622950	1874560	337.268
19	5923560	5879820	6041780	337.172
8	45440300	44931200	45780700	337.165
9	130656000	130505000	130684000	337.101
16	30882200	30689400	31215300	337.099
6	160063000	159965000	160313000	336.598
14	65943800	65713900	66224200	336.378
2A	62563500	62267400	62637000	336.234
15	61612600	61357200	61977700	335.886
4	162740000	162528000	162931000	335.743
17	28448200	28364900	28567700	335.625
10	71449500	71258400	71539400	335.613
2A	62404200	62117000	62631600	335.227
5	77602900	77118300	77764300	335.181
16	30654100	30510300	30689400	335.161
14	29931000	29622000	29960300	335.121
4	162748000	162528000	162931000	334.977
2A	62570400	62272100	62637000	334.86
17	66492600	66431800	66700700	334.848
17	17714500	17569700	18143400	334.434
10	71875600	71600500	72252300	334.147
17	37638700	37112800	37839400	334.025
12	38469100	38288100	38727000	334.018
5	77748800	77511700	78063500	333.997
7	39368100	39313600	39499200	333.994
16	4854620	4770260	5155440	333.886
15	41322100	41178900	41529300	333.844
5	77729800	77455700	78063500	333.754
17	37616900	37112100	37830000	333.729
17	36967100	36566100	37025500	333.565
14	29954100	29650500	29960800	333.507
17	37000600	36604700	37068200	333.319
10	71372700	71222100	71537700	333.272
17	28266400	28186300	28359300	333.253
1	32319600	32022400	32583500	333.139
16	4951660	4784780	5174020	332.813
17	28226000	28157800	28350400	332.714
12	112217000	112059000	112646000	332.566
9	34290000	34201900	34490300	332.563
17	28336300	28218400	28369700	332.385
17	36620800	36358200	37013000	332.384
17	66631000	66446600	66701300	332.345
16	71922600	71685000	72036700	332.266
12	111033000	110842000	111179000	331.91
12	40384100	40207700	40655100	331.604
2B	208526000	208147000	208649000	331.494
12	110556000	110185000	110795000	331.216
10	98137700	97968900	98443300	331.149
17	36721000	36464300	37025500	330.981
2A	61724200	61465100	62110400	330.937
12	112312000	112080000	112902000	330.911
7	130286000	130167000	130380000	330.906
1	32184500	32018000	32529300	330.895
2A	33057200	32821700	33199700	330.708
14	65915300	65713900	66194500	330.682
3	132633000	132493000	132677000	329.935
14	66005000	65713900	66282700	329.731
15	72996800	72860300	73158100	329.724
12	40288900	40047200	40533500	329.719
4	162681000	162499000	162931000	329.565
16	4964710	4794830	5178340	329.498
12	124108000	123852000	124274000	329.286
12	35777800	35429900	36182100	329.006
7	5307130	5175680	5389560	328.986
2A	61602300	61451500	61938200	328.96
12	111537000	111277000	112039000	328.844
17	36770000	36471200	37025500	328.605
2A	31968400	31923500	32134000	328.473
14	29746200	29579900	29956800	328.325
14	65978000	65713900	66244000	328.208
6	160174000	159968000	160315000	328.192
10	72171400	71850800	72252300	327.767
12	111913000	111411000	112124000	327.446
14	65963200	65713900	66241200	327.382
16	5010500	4796790	5193150	327.093
9	34258100	34201900	34490300	327.032
12	35656400	35427700	36120800	326.873
6	86201400	86045100	86447900	326.812
2A	26213400	25914200	26494500	326.415
16	1658630	1520570	1741920	326.36
12	38918100	38705400	39031200	326.271
10	119322000	119004000	119440000	326.187
20	56361900	56263700	56415200	326.031
8	45534100	45010800	45812100	325.96
3	55931800	55892200	55973800	325.948
