Chr 	PhysPos	GenPos	PhysStart	PhysEnd	GenStart	GenEnd	3PCLR.Anc	3PCLR.Anc.S	3PCLR.A	3PCLR.A.S	3PCLR.B	3PCLR.B.S	XPCLRAC	XPCLRAC.S	XPCLRBC	XPCLRBC.S
23 	47677	0.0004577	267	177764	2.56e-06	0.00170653	20.6585	0.001	-4.54747e-13	1e-08	28.2707	0.001	4.21621	0.001	46.493	0.01
23 	50620	0.00048595	267	179793	2.56e-06	0.00172601	40.9263	0.001	8.20118	0.001	24.305	0.001	27.7595	0.001	56.0659	0.01
23 	53495	0.00051355	267	183721	2.56e-06	0.00176372	19.9576	0.001	0.404029	0.0001	10.3772	0.001	3.91709	0.001	18.5089	0.001
23 	55581	0.00053358	267	185741	2.56e-06	0.00178311	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	57610	0.00055306	267	188070	2.56e-06	0.00180547	33.2336	0.001	5.60048	0.001	16.0386	0.001	30.106	0.001	36.2598	0.01
23 	61265	0.00058814	267	191314	2.56e-06	0.00183661	43.0259	0.001	3.18883	0.0001	5.58215	0.001	28.2026	0.001	50.2966	0.01
23 	62827	0.00060314	267	193027	2.56e-06	0.00185306	28.5581	0.001	3.30494	0.0001	1.58085	0.0001	14.4554	0.001	26.2366	0.001
23 	63735	0.00061186	267	194052	2.56e-06	0.0018629	101.119	0.01	14.5095	0.001	25.5752	0.001	34.1431	0.001	48.4077	0.01
23 	66742	0.00064072	267	196794	2.56e-06	0.00188922	18.364	0.001	11.6749	0.001	17.9062	0.001	15.8086	0.001	24.364	0.001
23 	69198	0.0006643	267	199199	2.56e-06	0.00191231	22.3574	0.001	8.98114	0.001	26.3533	0.001	17.4497	0.001	35.3094	0.001
23 	70808	0.00067976	267	200830	2.56e-06	0.00192797	23.9789	0.001	0.813714	0.0001	9.72549	0.001	7.93704	0.001	41.0141	0.001
23 	72473	0.00069574	267	202666	2.56e-06	0.00194559	8.37072	0.001	0	1e-08	11.184	0.001	5.82045	0.001	13.2382	0.001
23 	74418	0.00071441	267	204235	2.56e-06	0.00196066	0.064276	0.0001	0.686924	0.0001	0.656216	0.0001	0.704081	0.0001	4.961	0.0001
23 	77239	0.00074149	267	207325	2.56e-06	0.00199032	0.154271	1e-05	0.24642	1e-05	2.32876	0.0001	0.226464	1e-05	3.46673	0.0001
23 	78250	0.0007512	267	208536	2.56e-06	0.00200195	-2.27374e-13	1e-08	-2.27374e-13	1e-08	7.16145	0.001	0	1e-08	8.88777	0.001
23 	82141	0.00078855	267	212282	2.56e-06	0.00203791	0.0106182	0.0001	17.79	0.001	4.32194	0.001	6.66675	0.001	0.315393	0.0001
23 	86012	0.00082572	267	216366	2.56e-06	0.00207711	0.615963	0.0001	-2.27374e-13	1e-08	1.72508	0.0001	0	1e-08	1.33074	0.0001
23 	90321	0.00086708	267	220829	2.56e-06	0.00211996	-2.27374e-13	1e-08	-2.27374e-13	1e-08	1.44597	0.0001	0	1e-08	1.19978	0.0001
23 	93847	0.00090093	267	224015	2.56e-06	0.00215054	13.1048	0.001	2.19118	0.001	11.8556	0.001	9.50713	0.001	65.5116	0.01
23 	98374	0.00094439	267	229878	2.56e-06	0.00220683	11.2304	0.001	0.223908	0.0001	17.0806	0.001	2.43117	0.001	18.3681	0.001
23 	101126	0.00097081	267	231320	2.56e-06	0.00222067	0.155501	0.0001	0.0523024	0.0001	0.173355	0.0001	0.12632	0.0001	0.182742	0.0001
23 	104456	0.00100278	267	234502	2.56e-06	0.00225122	0.0639065	1e-05	5.08825	0.0001	2.03859	0.001	2.78524	0.0001	0	1e-08
23 	106764	0.00102493	267	237006	2.56e-06	0.00227526	0.0260299	0.0001	-4.54747e-13	1e-08	10.2455	0.001	0.603969	0.001	3.56731	0.001
23 	108298	0.00103966	267	238619	2.56e-06	0.00229074	1.3044	0.0001	0	1e-08	2.39545	0.0001	0.516809	0.0001	2.40433	0.0001
23 	111223	0.00106774	267	241095	2.56e-06	0.00231451	1.87648	0.0001	0.441257	1e-05	0.468915	1e-05	0.910444	1e-05	2.70238	0.0001
23 	112184	0.00107697	267	242333	2.56e-06	0.0023264	16.9666	0.001	0.462116	0.0001	12.6492	0.001	4.56189	0.001	52.4976	0.01
23 	114808	0.00110216	267	244981	2.56e-06	0.00235182	-2.27374e-13	1e-08	11.2713	0.001	0.000605668	0.0001	5.20191	0.001	0	1e-08
23 	117295	0.00112603	267	247632	2.56e-06	0.00237727	0.116389	0.0001	1.69844	0.0001	0.249531	0.0001	0.986347	0.0001	0	1e-08
23 	119743	0.00114953	267	250333	2.56e-06	0.0024032	7.57776	0.0001	3.70688	0.0001	0.433283	1e-05	10.8025	0.0001	0.838114	1e-05
23 	120811	0.00115979	267	250946	2.56e-06	0.00240908	3.75419	0.001	2.17711	0.001	0.684165	0.0001	4.71351	0.001	1.1987	0.0001
23 	123136	0.00118211	267	254162	2.56e-06	0.00243996	5.89811	0.001	6.40872	0.001	0.759455	0.001	9.13258	0.001	0.0778384	0.0001
23 	126301	0.00121249	267	256972	2.56e-06	0.00246693	0	1e-08	5.62603	0.001	2.20162	0.0001	7.94728	0.001	0.587146	0.0001
23 	130341	0.00125127	267	260490	2.56e-06	0.0025007	12.6492	0.001	7.04442	0.001	0	1e-08	14.6669	0.001	2.86092	0.001
23 	133214	0.00127885	2881	263218	2.766e-05	0.00252689	18.0044	0.001	2.8348	0.0001	2.75014	0.0001	13.4856	0.001	11.2057	0.001
23 	135086	0.00129683	4852	265420	4.658e-05	0.00254803	16.2284	0.001	12.602	0.001	0	1e-08	20.1898	0.001	1.33793	0.001
23 	137793	0.00132281	7485	267963	7.186e-05	0.00257244	20.1612	0.001	7.22169	0.001	3.33239	0.001	14.4838	0.001	14.5146	0.001
23 	140943	0.00135305	10611	271162	0.00010187	0.00260316	41.2242	0.001	4.51456	0.0001	4.39758	0.0001	31.4226	0.001	35.6243	0.001
23 	143183	0.00137456	13139	273403	0.00012613	0.00262467	2.19122	0.0001	-2.27374e-13	1e-08	4.35402	0.0001	0.106813	1e-05	20.2414	0.001
23 	146104	0.0014026	16093	276266	0.00015449	0.00265215	11.5947	0.001	10.242	0.001	0.0229583	0.0001	13.2943	0.001	0.224768	0.001
23 	149905	0.00143909	19665	280129	0.00018878	0.00268924	0.698941	1e-05	0.0562998	1e-05	2.26548	0.0001	0.545163	1e-05	0.819314	1e-05
23 	154781	0.0014859	24206	284552	0.00023238	0.0027317	2.16718	0.001	0.252214	0.0001	0.288472	0.0001	0.532283	0.0001	0.937809	0.001
23 	157070	0.00150787	26942	287405	0.00025864	0.00275909	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	160675	0.00154248	30430	290349	0.00029213	0.00278735	0.356469	1e-05	0	1e-08	0.371907	1e-05	0.270611	1e-05	1.57203	0.0001
23 	162022	0.00155541	31602	292205	0.00030338	0.00280517	0	1e-08	1.60289	0.0001	1.26856e-06	1e-05	0.720681	0.0001	0	1e-08
23 	164852	0.00158258	35023	294996	0.00033622	0.00283196	5.92952	0.0001	0	1e-08	8.33752	0.0001	0.352579	1e-05	11.5613	0.0001
23 	166789	0.00160117	36779	297030	0.00035308	0.00285149	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	168903	0.00162147	38652	299413	0.00037106	0.00287436	-2.27374e-13	1e-08	-2.27374e-13	1e-08	1.60644e-08	1e-05	0	1e-08	1.47398e-08	1e-05
23 	169995	0.00163195	39965	300300	0.00038366	0.00288288	8.37747	0.001	2.27359	0.0001	1.20516	0.0001	3.1092	0.0001	2.85492	0.0001
23 	170854	0.0016402	40512	300645	0.00038892	0.00288619	0	1e-08	2.06456	0.0001	1.99897	0.0001	2.98545e-06	1e-05	0.515664	0.0001
23 	175737	0.00168708	45656	305737	0.0004383	0.00293508	0	1e-08	0	1e-08	12.641	0.001	0	1e-08	10.5887	0.001
23 	182016	0.00174735	51846	313518	0.00049772	0.00300977	7.49447	0.001	3.79408	0.001	0.00383078	0.0001	10.3495	0.001	0.00767755	0.0001
23 	184766	0.00177375	54427	314892	0.0005225	0.00302296	13.6406	0.001	2.27973	0.0001	2.44307	0.0001	4.73217	0.0001	8.1724	0.001
23 	188070	0.00180547	57888	318565	0.00055572	0.00305822	36.1737	0.01	1.53219	0.0001	1.66716	0.0001	15.4559	0.001	16.1716	0.001
23 	191032	0.00183391	60852	321148	0.00058418	0.00308302	4.00629	0.001	-2.27374e-13	1e-08	6.29499	0.001	1.13972	0.001	8.53835	0.001
23 	198132	0.00190207	68072	328308	0.00065349	0.00315176	0	1e-08	0.263471	0.0001	0	1e-08	0.163541	0.0001	0	1e-08
23 	202097	0.00194013	71709	332528	0.00068841	0.00319227	10.0911	0.001	2.85451	0.001	3.11338	0.001	8.87296	0.001	6.89781	0.001
23 	205749	0.00197519	75584	336627	0.00072561	0.00323162	10.8443	0.001	1.25052	0.001	0.61589	0.0001	12.474	0.001	1.12832	0.0001
23 	211312	0.0020286	80874	341542	0.00077639	0.0032788	14.9932	0.0001	5.28449	0.0001	4.98609	0.0001	13.1317	0.0001	10.2918	0.001
23 	213848	0.00205294	83393	343994	0.00080057	0.00330234	0.957395	0.0001	0	1e-08	0.0118814	1e-05	0	1e-08	0.0380495	1e-05
23 	217293	0.00208601	87509	347507	0.00084009	0.00333607	2.73696	0.0001	2.59107	0.0001	0	1e-08	9.5549	0.001	1.10833	0.0001
23 	222645	0.00213739	92526	352848	0.00088825	0.00338734	0.00690516	1e-05	0	1e-08	0	1e-08	0.00774074	1e-05	0.609588	0.01
23 	229914	0.00220717	99706	360267	0.00095718	0.00345856	51.4962	0.01	5.09138	0.001	1.35881	0.001	10.5512	0.001	28.7813	0.01
23 	233786	0.00224435	103685	363936	0.00099538	0.00349379	51.4109	0.01	-4.54747e-13	1e-08	7.13244	0.001	0	1e-08	11.2526	0.001
23 	237314	0.00227821	107213	367362	0.00102924	0.00352668	8.49859	0.001	0.508215	0.0001	6.10412	0.001	1.05053	0.0001	13.4189	0.001
23 	240017	0.00230416	109834	370123	0.00105441	0.00355318	0.648348	0.0001	0.293418	0.0001	0.681463	0.0001	0.562067	0.0001	0.703566	0.0001
23 	244725	0.00234936	114432	374863	0.00109855	0.00359868	5.35815	0.001	-2.27374e-13	1e-08	7.02941	0.001	0	1e-08	13.7098	0.001
23 	248471	0.00238532	118309	378850	0.00113577	0.00363696	17.6129	0.001	-2.27374e-13	1e-08	0	1e-08	0.32498	0.0001	3.73185	0.001
23 	251365	0.0024131	121221	381640	0.00116372	0.00366374	36.3545	0.001	2.4486	0.0001	18.7326	0.001	23.8959	0.001	38.8669	0.001
23 	257450	0.00247152	127678	387942	0.00122571	0.00372424	11.0248	0.001	1.19887	0.0001	9.40646	0.001	3.4639	0.001	23.0018	0.001
23 	258730	0.00248381	128541	388977	0.00123399	0.00373418	5.34206	0.0001	0.26629	0.0001	2.53	0.0001	4.49719	0.0001	5.69076	0.0001
23 	260619	0.00250194	130341	390820	0.00125127	0.00375187	0.0110566	1e-05	-2.27374e-13	1e-08	0.0730647	1e-05	0	1e-08	0.109707	1e-05
23 	266786	0.00256115	136541	396972	0.00131079	0.00381093	4.89823	0.001	0.280189	0.0001	0.205136	0.0001	0.612373	0.0001	0.555064	0.0001
23 	269564	0.00258781	139487	399969	0.00133908	0.0038397	0	1e-08	0	1e-08	0.219231	0.0001	0	1e-08	0	1e-08
23 	272243	0.00261353	142040	402518	0.00136358	0.00386417	0	1e-08	0	1e-08	1.91277	0.0001	0	1e-08	0.817581	0.0001
23 	276022	0.00264981	145661	406096	0.00139835	0.00389852	16.6356	0.001	1.07379	0.0001	0.18029	1e-05	9.59866	0.001	7.1704	0.01
23 	280129	0.00268924	149905	410328	0.00143909	0.00393915	16.0019	0.001	0.580234	0.0001	6.32546	0.001	2.33018	0.0001	22.7438	0.001
23 	286948	0.0027547	156767	417066	0.00150496	0.00400383	2.12775	0.0001	1.16019	0.001	0.906697	0.0001	4.89546	0.001	1.74878	0.0001
23 	291708	0.0028004	161571	422129	0.00155108	0.00405244	2.00681	0.01	2.03747	0.001	0	1e-08	3.27514	0.001	0	1e-08
23 	294333	0.0028256	164261	424514	0.00157691	0.00407533	27.4829	0.001	4.81659	0.001	1.10637	0.0001	25.1921	0.001	8.27246	0.001
23 	296120	0.00284275	165767	426420	0.00159136	0.00409363	1.21989	0.0001	0	1e-08	1.36536	0.0001	4.1033e-09	1e-05	2.20186	0.0001
23 	298647	0.00286701	168584	428953	0.00161841	0.00411795	9.34274	0.001	0.0468947	0.0001	0.207761	0.0001	0.150238	0.0001	6.54399	0.001
23 	304193	0.00292025	174816	434416	0.00167823	0.00417039	91.4656	0.01	8.50666	0.001	6.68703	0.001	32.5095	0.01	48.5928	0.01
23 	310669	0.00298242	179793	440833	0.00172601	0.004232	59.277	0.01	3.90439	0.001	11.798	0.001	29.1765	0.01	37.0281	0.01
23 	317302	0.0030461	186729	447449	0.0017926	0.00429551	49.2245	0.01	0.0450504	1e-05	0	1e-08	7.10439	0.001	0	1e-08
23 	322152	0.00309266	191992	452260	0.00184312	0.0043417	0.41413	0.0001	0.452717	0.0001	0.438619	0.0001	3.99469	0.001	0.503634	0.0001
23 	325436	0.00312419	195339	455718	0.00187525	0.00437489	0.698941	1e-05	0.056299	1e-05	4.32593	0.0001	0.545163	1e-05	3.94662	0.0001
23 	328968	0.00315809	198801	459569	0.00190849	0.00441186	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	331999	0.00318719	202097	461705	0.00194013	0.00443237	0	1e-08	0	1e-08	0.167195	0.0001	0	1e-08	0	1e-08
23 	337099	0.00323615	207259	467248	0.00198969	0.00448558	1.01986	0.0001	-2.27374e-13	1e-08	0.224878	0.0001	1.03336	0.0001	1.38326	0.0001
23 	339717	0.00326128	209526	469927	0.00201145	0.0045113	9.76115e-09	1e-05	0	1e-08	0	1e-08	9.9584e-09	1e-05	6.60793e-09	1e-05
23 	342466	0.00328767	212282	472692	0.00203791	0.00453784	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	346521	0.0033266	216366	476799	0.00207711	0.00457727	12.4102	0.001	0.268377	0.0001	9.37163	0.001	0.5544	0.0001	16.7164	0.001
23 	348496	0.00334556	218142	478159	0.00209416	0.00459033	7.90806e-10	1e-05	-2.27374e-13	1e-08	0	1e-08	5.98902e-10	1e-05	0.389895	0.0001
23 	352581	0.00338478	222645	482408	0.00213739	0.00463112	1.19803	0.0001	0.473366	0.0001	0.58558	0.0001	1.04379	0.0001	1.18954	0.0001
23 	355203	0.00340995	224456	485442	0.00215478	0.00466024	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	356998	0.00342718	227118	487293	0.00218033	0.00467801	1.68168	0.001	0	1e-08	0.692637	0.0001	0.216013	0.0001	0.666088	0.0001
23 	359655	0.00345269	229878	489662	0.00220683	0.00470076	12.9881	0.001	1.47107	0.0001	1.80677	0.0001	7.64819	0.001	8.9562	0.001
23 	363846	0.00349292	233551	493593	0.00224209	0.00473849	11.2562	0.001	0.0949285	0.0001	5.66393	0.001	0.863761	0.0001	12.2469	0.001
23 	366225	0.00351576	236426	496392	0.00226969	0.00476536	14.6535	0.01	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	370383	0.00355568	240017	500745	0.00230416	0.00480715	13.9325	0.001	2.25268	0.001	6.52331	0.001	10.0763	0.001	11.4673	0.001
23 	377484	0.00362385	247632	507069	0.00237727	0.00486786	12.7891	0.001	3.42568	0.001	0.716257	0.0001	9.20024	0.001	0.890105	0.0001
23 	380904	0.00365668	250820	510754	0.00240787	0.00490324	2.455	0.001	2.8892	0.001	0	1e-08	3.59413	0.001	0	1e-08
23 	382890	0.00367574	252104	512894	0.0024202	0.00492378	70.901	0.01	6.74581	0.001	7.09098	0.001	12.6049	0.001	37.8374	0.01
23 	385783	0.00370352	255576	515765	0.00245353	0.00495134	-4.54747e-13	1e-08	-4.54747e-13	1e-08	5.55083e-05	1e-05	1.13687e-13	1e-08	0.513795	0.0001
23 	387345	0.00371851	257104	518413	0.0024682	0.00497676	2.10264	0.0001	0.812768	0.0001	1.55268	0.0001	1.63405	0.0001	2.51528	0.0001
23 	389292	0.0037372	259025	518413	0.00248664	0.00497676	14.6284	0.001	0.242388	0.0001	0	1e-08	9.94874	0.001	12.786	0.001
23 	392579	0.00376876	261947	522522	0.00251469	0.00501621	0.00419268	1e-05	-2.27374e-13	1e-08	0.28669	1e-05	0	1e-08	0.204274	1e-05
23 	396412	0.00380556	266432	526417	0.00255775	0.0050536	9.61632	0.001	0.225651	0.0001	0.306951	0.0001	2.18016	0.001	0.546616	0.0001
23 	398281	0.0038235	267963	529414	0.00257244	0.00508237	7.19366	0.0001	0.58211	0.0001	0.583686	0.0001	4.374	0.0001	4.41581	0.0001
23 	400519	0.00384498	270276	530335	0.00259465	0.00509122	15.2771	0.001	0.433199	0.0001	0.611286	0.0001	0.814163	0.0001	10.0412	0.001
23 	405042	0.0038884	275193	535097	0.00264185	0.00513693	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	407021	0.0039074	277094	536844	0.0026601	0.0051537	4.45722	0.0001	0.000370937	1e-05	1.60205	0.0001	2.9837	0.0001	4.61947	0.0001
23 	409319	0.00392946	278928	539549	0.00267771	0.00517967	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	411417	0.0039496	280712	541743	0.00269484	0.00520073	8.55655	0.001	1.05252	0.0001	1.15206	0.0001	2.16969	0.0001	8.79591	0.001
23 	414511	0.00397931	284299	545153	0.00272927	0.00523347	0.130211	0.0001	0.0535823	0.0001	0.332585	0.0001	0.0195462	0.0001	0.643474	0.0001
23 	416934	0.00400257	286948	547632	0.0027547	0.00525727	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	421699	0.00404831	291620	551935	0.00279955	0.00529858	6.23861	1e-05	0.661135	1e-05	1.691	1e-05	6.43899	1e-05	8.19585	1e-05
23 	422982	0.00406063	292741	553401	0.00281031	0.00531265	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	427136	0.00410051	296935	557192	0.00285058	0.00534904	16.02	0.001	1.23938	0.001	3.5041	0.001	13.882	0.001	16.3931	0.001
23 	429197	0.00412029	298647	559430	0.00286701	0.00537053	0.115991	1e-05	1.14872	1e-05	0	1e-08	0.666699	1e-05	0	1e-08
23 	432555	0.00415253	302996	562736	0.00290876	0.00540227	0	1e-08	0	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	434627	0.00417242	304212	565385	0.00292044	0.0054277	21.7249	0.001	7.60406	0.001	0	1e-08	22.256	0.001	8.6671	0.001
23 	440702	0.00423074	310579	571706	0.00298156	0.00548838	14.9077	0.001	0.440781	0.0001	3.07096	0.001	8.68252	0.001	11.4907	0.001
23 	445315	0.00427502	314892	576044	0.00302296	0.00553002	0.228381	0.0001	0.0266848	0.0001	0.273867	0.0001	0.198689	0.0001	0.307857	0.0001
23 	446941	0.00429063	316473	577045	0.00303814	0.00553963	1.14592	0.0001	0.684654	0.0001	0.644333	0.0001	1.60955	0.0001	0.852642	0.0001
23 	448528	0.00430587	318565	578406	0.00305822	0.0055527	18.0251	0.001	0.0321149	1e-05	3.06668	0.0001	2.40076	0.0001	10.4451	0.001
23 	452260	0.0043417	322152	582736	0.00309266	0.00559427	11.6201	0.001	0.357653	0.0001	7.24163	0.001	3.51035	0.001	13.2041	0.001
23 	454706	0.00436518	324498	585055	0.00311518	0.00561653	57.0929	0.01	7.63733	0.001	10.9783	0.001	17.92	0.001	18.7604	0.001
23 	458352	0.00440018	328308	589046	0.00315176	0.00565484	25.5819	0.001	3.01114	0.0001	10.7511	0.001	9.68997	0.0001	34.6564	0.001
23 	463597	0.00445053	333458	593563	0.0032012	0.0056982	42.341	0.001	6.20559	0.001	13.2592	0.001	27.4601	0.001	37.4448	0.001
23 	467248	0.00448558	337099	598097	0.00323615	0.00574173	39.0887	0.01	6.47722	0.001	0.760937	0.001	9.83628	0.001	7.16749	0.001
23 	470775	0.00451944	340539	601021	0.00326917	0.0057698	11.7013	0.001	9.25681	0.001	0.754228	0.0001	13.609	0.001	1.6207	0.0001
23 	474335	0.00455362	344125	604621	0.0033036	0.00580436	4.85601	0.0001	2.01018	0.0001	1.47304	0.0001	4.34229	0.0001	4.08932	0.0001
23 	476799	0.00457727	346521	607031	0.0033266	0.0058275	-2.27374e-13	1e-08	0.0255731	1e-05	0.0136736	1e-05	0.00512202	1e-05	0	1e-08
23 	481145	0.00461899	350716	611172	0.00336687	0.00586725	0.166401	0.0001	16.1624	0.001	0	1e-08	14.5131	0.001	0	1e-08
23 	484730	0.00465341	354613	614928	0.00340428	0.00590331	0.0156584	1e-05	7.13004	0.0001	3.39554	0.0001	4.96342	0.0001	0	1e-08
23 	487084	0.00467601	356956	616606	0.00342678	0.00591942	26.8371	0.001	3.55318	0.0001	0.861033	0.0001	21.3809	0.001	11.8812	0.001
23 	489032	0.00469471	358930	619346	0.00344573	0.00594572	3.42548e-05	1e-05	0.00159737	1e-05	4.89024	0.0001	0	1e-08	4.49008	0.0001
23 	492710	0.00473002	362047	622739	0.00347565	0.00597829	0.780301	0.0001	0.927099	0.0001	1.45285	0.0001	0.575402	0.0001	1.73149	0.0001
23 	496392	0.00476536	366225	627017	0.00351576	0.00601936	77.2412	0.01	11.2998	0.001	3.15435	0.001	70.7566	0.01	14.6031	0.001
23 	500745	0.00480715	370552	631102	0.0035573	0.00605858	51.076	0.01	6.48455	0.001	2.7124	0.001	41.0839	0.01	21.0056	0.01
23 	503537	0.00483396	372017	633753	0.00357136	0.00608403	8.75919	0.01	0.0387212	1e-05	0	1e-08	56.2347	0.01	0	1e-08
23 	512725	0.00492216	382565	642935	0.00367262	0.00617218	112.963	0.01	3.39557	0.001	5.17391	0.001	95.6768	0.01	103.988	0.01
23 	520806	0.00499974	390522	651352	0.00374901	0.00625298	10.9713	0.001	9.69645	0.001	0	1e-08	18.2188	0.01	2.51234	0.001
23 	530335	0.00509122	400157	660471	0.00384151	0.00634052	124.828	0.01	30.7352	0.01	7.41797	0.001	115.677	0.01	54.4465	0.01
23 	538113	0.00516588	407973	667988	0.00391654	0.00641268	78.9755	0.01	5.3766	0.001	9.46887	0.001	51.779	0.01	63.726	0.01
23 	541084	0.00519441	411131	670984	0.00394686	0.00644145	20.8821	0.001	2.1223	0.0001	2.0825	0.0001	17.0531	0.001	13.3355	0.001
23 	545224	0.00523415	415113	675826	0.00398508	0.00648793	78.9757	0.01	6.1044	0.001	6.52742	0.001	13.4069	0.001	54.4258	0.01
23 	549557	0.00527575	419321	679804	0.00402548	0.00652612	72.3779	0.01	0.84895	0.0001	3.45131e-09	1e-05	37.4079	0.01	37.4874	0.01
23 	554589	0.00532405	424446	684717	0.00407468	0.00657328	0	1e-08	2.35667	0.0001	20.0196	0.001	0	1e-08	28.7563	0.001
23 	558973	0.00536614	428953	689150	0.00411795	0.00661584	19.6627	0.001	7.39671	0.001	22.2344	0.001	18.8467	0.001	101.928	0.01
23 	561970	0.00539491	431866	692224	0.00414591	0.00664535	85.154	0.01	8.29564	0.001	0.196715	0.001	48.7228	0.01	32.5504	0.01
23 	567081	0.00544398	437771	697409	0.0042026	0.00669513	28.6894	0.01	1.47002	0.0001	2.06945	0.0001	10.4578	0.001	22.4801	0.01
23 	572018	0.00549137	441383	702390	0.00423728	0.00674294	6.80711	0.001	0.240227	0.0001	14.4409	0.001	0.43435	0.0001	16.759	0.001
23 	576316	0.00553263	446147	706480	0.00428301	0.00678221	0.000211378	1e-05	0	1e-08	3.54179	0.0001	2.05789e-05	1e-05	2.73153	0.0001
23 	579787	0.00556596	449699	710321	0.00431711	0.00681908	0.12779	0.0001	0	1e-08	12.0956	0.001	0	1e-08	13.575	0.001
23 	581503	0.00558243	451450	711446	0.00433392	0.00682988	0.201395	0.0001	2.27374e-13	1e-08	0.778478	0.0001	0	1e-08	0.970214	0.0001
23 	584697	0.00561309	454528	714921	0.00436347	0.00686324	9.54027	0.01	0	1e-08	35.8146	0.01	0	1e-08	68.996	0.01
23 	590439	0.00566821	460315	720824	0.00441902	0.00691991	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0.000234367	1e-05	47.8568	0.01
23 	593013	0.00569292	463009	723399	0.00444489	0.00694463	2.27374e-13	1e-08	0.773164	0.0001	2.27374e-13	1e-08	0.443055	0.0001	0	1e-08
23 	598715	0.00574766	468531	728651	0.0044979	0.00699505	0.369701	0.001	0.1573	0.0001	0.156132	0.0001	0.201469	0.0001	15.5069	0.01
23 	604412	0.00580236	474097	734501	0.00455133	0.00705121	-2.27374e-13	1e-08	-2.27374e-13	1e-08	0	1e-08	0	1e-08	0	1e-08
23 	607285	0.00582994	477112	737562	0.00458028	0.0070806	46.3177	0.01	0.57365	0.001	7.09188	0.001	8.83956	0.001	35.416	0.01
